StoreNo,TimeStamp,TotalValueEclGST,NumberOfChicken,NumberApple,NumberOfBanana,NumberOfBeer,HourOfDay,MinuteOfHour
55064,2018/5/25 23:59:55,188,12,16,4,4,2,45
65514,2018/3/3 20:44:51,134,7,12,3,4,15,57
34098,2018/5/2 22:09:17,149,9,9,3,7,13,59
15684,2018/3/14 9:26:37,97,6,5,2,5,8,20
84641,2018/11/15 18:03:31,130,6,13,4,2,1,47
49412,2018/7/6 4:41:35,131,6,10,5,3,22,30
35932,2018/7/9 22:45:25,181,11,16,2,7,14,53
41169,2018/5/19 4:29:15,114,7,9,2,4,18,43
40547,2018/4/2 2:39:58,146,6,17,4,2,3,9
67232,2018/6/25 21:04:58,164,8,12,6,4,7,35
17750,2018/1/29 5:43:25,168,7,15,7,2,6,16
80559,2018/2/25 13:07:40,108,9,5,3,2,15,41
60223,2018/5/17 20:58:16,151,11,11,2,5,12,38
29592,2018/4/8 17:10:49,167,12,8,6,3,22,14
58098,2018/11/6 13:33:29,118,6,8,5,2,9,7
75651,2018/5/4 0:34:56,181,13,14,4,3,14,18
82005,2018/11/18 9:59:12,168,11,17,3,2,11,8
20515,2018/5/15 4:40:02,175,12,13,2,7,16,0
48212,2018/8/24 8:37:19,158,6,12,8,2,9,50
65906,2018/3/3 13:17:48,137,8,9,6,1,16,34
93244,2017/12/26 19:43:25,187,12,10,5,7,3,45
14253,2018/6/9 9:37:26,137,9,13,2,3,5,12
90334,2018/8/8 20:39:50,145,9,11,4,3,12,3
19630,2018/4/22 22:07:27,174,12,12,3,6,13,38
94577,2018/7/27 8:13:11,173,9,14,6,3,17,59
49311,2017/12/28 13:51:48,158,5,13,7,4,16,31
49382,2017/12/21 23:17:50,221,11,8,11,7,3,1
11863,2018/1/4 22:48:44,96,5,6,4,2,0,57
81606,2018/4/14 3:15:02,111,4,10,4,3,9,6
83242,2018/4/12 4:00:22,221,7,11,15,3,9,24
27383,2018/3/23 5:21:37,163,8,9,8,3,16,6
64911,2017/12/17 0:00:01,155,8,13,5,3,17,19
73246,2017/12/13 18:55:15,179,5,18,9,1,6,17
71488,2018/8/19 14:27:06,186,7,14,11,0,6,13
62206,2018/11/15 19:26:13,212,11,17,6,6,20,24
18000,2017/12/27 18:07:18,186,15,11,4,4,7,19
58010,2018/2/7 13:36:21,114,7,9,2,4,4,28
44725,2018/5/7 7:02:41,233,8,11,12,9,1,44
31440,2018/2/3 7:24:25,159,12,12,3,3,9,2
57382,2018/2/15 15:14:46,198,10,11,8,6,20,14
80559,2018/1/9 21:30:17,165,11,17,2,3,2,10
70797,2018/4/29 1:18:55,112,5,6,6,2,0,9
18664,2017/12/3 18:59:40,215,15,19,3,5,20,58
99708,2017/11/29 15:21:17,80,6,7,2,0,9,25
36537,2018/6/2 15:58:35,149,6,11,8,1,4,5
26293,2018/3/14 14:13:02,78,3,8,1,4,12,28
50772,2018/7/21 11:48:47,170,8,11,6,6,18,37
20704,2018/2/17 13:27:51,118,8,7,4,2,10,40
62054,2018/10/23 6:22:44,153,9,11,5,3,15,12
11582,2018/5/1 14:10:13,188,9,15,8,2,11,11
01874,2018/4/17 6:17:22,191,9,14,7,5,21,35
06163,2017/12/19 19:43:25,133,8,11,2,5,18,32
94973,2018/7/8 23:36:42,175,10,14,3,7,1,25
78065,2018/8/15 11:52:51,190,10,16,7,2,18,29
62075,2017/12/8 3:04:16,134,4,19,3,2,11,21
40065,2018/2/17 11:01:16,118,3,8,6,4,19,21
16965,2018/7/15 10:41:59,161,6,10,10,1,5,20
18573,2017/12/28 15:33:48,186,5,17,6,8,8,51
01359,2018/7/13 4:13:03,137,9,10,1,7,12,27
94133,2018/3/1 12:42:23,147,7,8,6,5,21,37
21132,2018/10/1 14:14:41,99,4,9,3,3,16,23
99894,2018/1/17 11:27:49,205,15,13,6,3,7,58
14616,2018/4/7 19:30:07,164,13,7,6,2,22,27
11394,2018/9/11 14:03:23,182,6,11,9,6,5,9
54831,2018/1/19 16:40:03,185,6,15,8,5,20,25
43972,2018/4/16 13:28:32,120,7,11,3,2,4,44
20942,2018/8/20 12:07:31,162,6,14,5,6,12,21
32833,2018/2/25 6:06:57,133,8,13,1,5,3,19
86721,2018/3/10 20:31:34,176,7,16,5,6,15,44
44091,2018/1/11 19:52:18,154,10,11,5,2,5,45
24945,2018/8/23 16:00:34,147,6,14,5,3,12,12
89429,2018/2/10 19:36:57,117,6,9,5,1,5,46
37160,2018/10/14 23:53:53,106,2,9,6,2,6,48
45856,2018/11/13 21:36:52,100,5,9,3,2,18,17
96730,2018/6/4 4:18:32,160,9,12,6,2,18,55
95631,2018/11/19 0:52:41,219,10,9,11,7,17,30
61618,2018/5/28 13:02:30,165,10,13,6,1,17,45
49698,2018/7/23 15:33:25,119,8,8,3,3,10,45
08225,2017/12/13 12:06:59,153,10,7,5,5,13,35
98681,2017/12/1 6:36:23,104,4,9,3,4,11,42
75175,2018/10/26 1:16:34,183,9,14,6,5,13,52
33167,2018/10/23 21:19:04,128,7,11,4,2,5,16
34663,2018/3/27 7:09:05,145,6,11,5,5,17,43
29090,2018/5/12 18:29:33,130,8,10,4,2,7,54
98818,2018/9/18 19:27:05,213,10,16,8,5,4,37
48335,2017/12/22 5:01:34,199,10,14,6,7,7,16
50624,2017/12/31 1:59:33,150,4,12,6,6,11,1
20419,2018/5/30 19:11:00,120,6,13,4,0,8,1
08377,2018/7/6 15:11:01,159,5,7,7,9,22,42
84197,2018/6/30 19:42:28,171,7,11,5,9,10,40
44444,2018/2/11 1:23:07,159,8,16,4,3,16,8
72638,2018/2/5 21:35:40,187,8,10,8,7,2,2
66768,2018/2/6 20:48:14,117,7,9,3,3,1,56
86247,2018/6/8 17:33:00,156,6,15,5,4,12,29
30210,2018/1/14 2:15:51,174,12,9,7,2,23,33
20577,2018/11/20 18:28:03,190,12,9,4,10,9,52
69016,2018/7/21 21:03:57,181,10,14,5,5,6,34
58042,2018/5/5 20:39:16,182,10,12,8,2,12,41
52743,2018/1/30 22:20:02,137,9,9,4,3,5,43
16315,2018/6/24 19:35:48,109,9,6,2,3,12,11
44203,2018/9/29 7:25:31,179,8,17,6,3,5,13
39684,2018/5/3 1:43:00,169,9,17,4,3,5,36
46882,2018/1/5 13:30:31,139,5,11,5,5,6,4
87874,2018/10/31 1:02:54,129,7,5,4,7,19,11
80585,2018/6/1 13:26:31,143,10,13,2,3,3,5
52829,2018/9/29 20:34:24,166,6,12,9,2,16,12
37615,2018/4/6 6:13:18,137,7,12,4,3,9,15
80285,2018/2/2 9:19:24,191,14,9,7,3,16,17
77969,2017/11/29 14:11:13,149,8,13,3,5,3,24
16553,2018/6/11 16:21:41,142,7,9,3,8,17,36
64015,2018/7/27 2:51:47,106,4,8,5,2,0,51
45158,2018/3/8 7:10:39,127,8,14,1,3,19,39
05029,2018/11/10 23:14:01,141,6,10,5,5,16,59
41914,2018/2/24 12:32:02,131,11,9,3,1,17,52
02141,2017/11/23 15:17:34,180,7,15,6,6,1,46
98721,2018/2/6 22:11:16,146,13,7,0,8,23,44
97155,2018/3/2 1:25:12,146,9,12,3,4,6,5
41264,2018/10/23 13:36:27,151,5,10,7,5,5,53
53287,2018/5/18 4:27:04,146,5,12,6,4,15,49
83897,2018/4/27 23:42:25,151,10,15,2,3,21,41
73821,2018/10/3 18:47:32,181,9,13,5,7,13,34
68349,2018/10/28 10:44:23,141,7,9,6,3,6,22
27619,2018/10/20 11:07:36,135,9,10,2,5,16,57
96074,2018/3/27 19:32:50,190,7,17,5,8,14,27
26710,2018/9/17 11:25:03,129,4,12,4,5,1,20
71451,2018/1/18 2:58:37,114,4,14,3,2,22,17
77986,2018/2/9 13:00:47,156,11,10,5,2,22,29
88387,2018/10/3 8:42:54,242,7,14,13,8,8,53
38885,2018/6/15 9:30:31,135,2,10,6,7,4,15
41218,2018/3/6 21:07:37,134,6,7,5,6,14,6
89600,2018/2/23 6:50:33,186,9,12,8,4,0,26
25547,2017/12/19 8:07:17,172,10,11,6,4,19,6
18331,2018/2/16 12:21:15,137,11,8,3,3,4,14
54049,2018/2/3 19:45:36,166,10,14,5,2,12,51
26030,2018/2/15 20:04:46,219,13,9,10,5,17,21
76802,2017/12/24 13:05:37,104,4,10,5,0,14,10
77263,2018/2/16 12:32:26,212,11,21,4,6,19,41
35694,2018/3/28 23:50:24,126,7,17,2,0,0,14
97672,2018/3/16 7:30:53,160,8,13,5,4,15,16
49727,2017/11/30 3:57:26,173,11,13,5,3,13,35
80525,2018/3/8 19:09:01,141,6,7,4,9,13,35
12437,2018/1/5 16:13:48,155,6,8,9,3,3,35
34889,2018/3/18 21:04:57,145,7,16,3,3,11,10
26652,2018/8/4 22:34:25,104,5,9,1,6,8,56
85078,2018/6/15 12:32:45,199,7,13,10,5,12,58
10842,2018/9/23 6:47:52,186,9,14,7,4,8,33
93982,2017/12/26 16:10:53,154,7,15,4,4,14,46
23421,2018/3/7 4:15:49,114,6,9,4,2,4,17
15085,2018/9/10 8:35:03,163,11,11,6,1,9,57
00492,2018/4/3 13:40:04,114,7,11,1,4,11,46
22953,2017/12/28 6:24:54,122,3,11,5,4,19,24
84920,2018/4/2 17:53:06,129,5,10,3,7,13,22
69733,2017/12/5 23:43:46,217,15,13,5,7,23,49
58314,2018/6/10 4:17:48,175,11,14,6,1,3,51
00733,2018/5/11 17:41:54,123,10,8,2,3,10,45
35606,2018/9/15 23:54:21,168,13,12,4,2,16,38
16231,2017/12/31 6:21:14,123,7,13,3,1,11,31
38457,2018/7/7 0:19:19,123,8,11,2,3,17,17
75560,2018/8/8 12:36:10,181,11,11,7,3,8,12
94610,2018/7/6 9:27:34,183,11,19,2,5,16,18
21307,2018/8/21 18:03:23,181,8,9,9,5,3,12
33577,2017/11/20 21:42:34,101,6,9,3,1,8,7
51136,2018/4/26 20:22:38,202,11,17,6,4,12,11
71164,2018/5/8 1:34:52,155,10,14,3,3,6,16
18253,2018/7/3 15:01:50,182,5,12,8,8,5,44
03763,2017/12/8 10:25:15,141,5,9,5,7,11,15
69407,2018/8/22 5:48:28,101,4,12,3,1,10,12
94692,2018/7/19 18:50:13,170,11,7,7,4,13,30
12398,2018/9/5 13:49:36,147,8,13,4,3,9,18
48605,2018/1/24 5:38:12,184,13,16,4,2,9,50
33965,2018/1/4 20:56:29,187,9,13,7,5,12,22
55714,2018/5/21 19:37:14,143,13,5,5,1,17,39
05749,2018/3/4 14:45:40,199,7,15,9,5,15,6
93241,2018/3/3 0:51:37,180,5,14,8,6,22,20
89593,2018/1/4 10:09:39,180,6,17,7,4,6,33
13596,2017/12/15 22:57:26,158,6,9,7,6,21,3
00578,2018/7/25 14:59:40,133,6,10,4,5,20,26
93830,2018/2/4 18:45:53,145,8,6,6,5,1,3
38591,2018/5/18 1:06:32,125,5,12,4,3,21,2
11529,2017/11/30 14:05:55,205,9,16,9,3,8,23
79480,2018/8/9 22:47:35,115,3,10,4,5,16,11
47702,2018/9/9 22:38:17,133,6,8,5,5,18,24
04895,2018/8/27 15:15:59,141,9,12,3,3,14,18
83522,2018/6/5 1:25:17,148,3,18,6,2,23,41
47309,2018/3/7 5:04:05,223,12,14,10,3,10,52
27505,2017/11/24 20:57:32,127,9,9,4,1,8,33
61210,2018/11/13 5:01:25,156,11,8,6,2,7,19
88262,2018/5/14 13:25:07,135,5,15,5,1,19,36
85808,2018/6/15 5:24:13,136,6,18,1,4,13,4
68663,2018/9/1 19:31:41,139,7,10,4,5,18,27
44122,2018/7/18 20:41:09,167,8,16,5,3,5,16
75564,2018/6/20 19:56:09,184,9,13,6,6,19,57
22400,2018/3/21 18:45:16,173,9,14,6,3,13,2
50389,2018/6/7 13:46:31,131,8,7,5,3,16,41
13839,2018/9/21 8:02:18,191,11,15,5,5,4,40
45687,2018/8/31 20:50:22,134,7,10,4,4,9,18
99128,2018/8/20 10:50:35,134,10,3,4,6,19,22
88377,2018/3/9 13:16:09,190,12,11,8,2,6,46
99258,2018/11/11 6:19:43,147,4,12,5,7,15,16
06447,2018/2/4 13:21:07,178,13,8,6,4,5,13
35466,2018/8/3 2:43:47,140,4,8,8,4,21,47
78854,2018/9/19 0:48:56,157,12,12,4,1,22,1
88397,2018/5/27 20:08:31,119,9,4,3,5,15,17
10127,2018/10/31 20:39:57,164,9,12,4,6,6,45
93457,2017/12/3 23:16:31,158,5,15,6,4,1,21
44431,2017/12/1 10:04:26,154,8,12,6,2,16,32
80635,2018/1/13 17:26:01,207,16,16,4,3,8,40
41878,2017/12/20 20:46:40,143,8,12,4,3,16,23
96851,2018/5/5 9:58:57,130,4,16,4,2,21,48
58970,2018/10/31 15:49:40,127,6,13,3,3,0,25
77431,2018/8/19 6:50:16,175,10,15,5,3,4,22
95693,2018/3/8 18:51:22,155,11,17,2,1,6,36
88926,2018/11/16 15:55:59,161,9,8,5,7,5,5
86965,2018/3/28 4:08:59,145,6,12,7,1,6,20
37519,2018/6/8 19:47:15,165,5,16,7,3,19,29
26005,2018/9/4 10:41:59,147,13,10,3,1,3,45
23652,2018/8/31 0:59:34,108,3,14,3,2,9,30
47734,2017/12/19 16:52:56,179,10,16,5,3,5,27
61984,2018/8/24 20:05:51,148,4,16,5,4,7,11
33450,2018/5/16 15:41:18,222,12,14,8,6,6,0
73567,2018/9/6 13:28:30,150,7,15,1,8,23,57
58040,2018/3/10 14:07:23,262,8,29,6,10,9,2
52903,2018/2/15 0:30:18,174,7,7,8,8,3,10
51951,2018/4/12 10:30:36,231,13,14,9,5,23,47
45004,2018/4/23 15:54:39,258,21,20,4,4,3,1
77447,2018/3/20 1:52:37,143,9,15,3,1,9,13
74762,2018/4/25 8:47:47,169,11,14,4,3,4,23
07961,2018/10/16 17:56:10,154,7,13,5,4,2,18
81185,2018/8/7 14:32:05,170,7,9,9,4,23,42
20201,2018/1/12 1:06:20,126,3,15,6,0,13,37
33040,2018/7/27 23:16:45,175,9,15,7,1,19,41
04489,2018/4/1 16:57:39,141,11,7,4,3,16,24
50063,2018/9/17 1:28:57,139,6,12,5,3,13,47
25937,2018/7/12 19:41:04,131,6,8,6,3,10,44
74494,2018/6/24 6:50:16,141,8,11,3,5,6,27
98806,2018/6/19 19:47:01,149,9,10,5,3,11,37
84336,2018/5/7 9:58:22,126,11,7,4,0,1,57
26482,2017/12/26 5:18:24,171,8,11,8,3,12,24
52551,2017/12/6 8:50:36,219,14,9,8,7,3,14
68176,2018/11/3 20:21:35,149,5,22,2,3,21,37
76936,2018/5/22 14:27:44,188,10,10,6,8,18,4
31613,2018/7/6 10:47:28,190,6,14,6,10,3,50
23764,2017/12/22 20:28:26,106,5,10,2,4,8,32
08848,2018/1/12 7:04:35,187,6,15,7,7,5,52
19743,2017/12/1 19:39:06,146,10,8,3,6,6,28
74916,2017/11/23 2:36:25,139,10,8,4,3,20,22
17313,2018/10/16 13:52:55,111,6,11,2,3,21,39
18740,2018/1/19 20:45:28,70,5,6,2,0,18,40
66139,2018/8/26 23:11:45,201,11,10,10,3,9,38
40097,2018/3/8 18:43:22,134,5,13,4,4,2,6
23830,2017/12/24 15:05:05,183,9,11,10,1,13,18
96359,2018/8/1 23:51:20,168,8,13,6,4,11,48
29398,2018/6/24 15:47:13,145,6,13,4,5,9,45
43543,2017/12/24 2:04:31,146,5,12,6,4,15,17
37902,2018/6/17 13:07:10,196,9,23,5,2,1,19
48725,2018/6/8 2:33:32,128,7,11,4,2,17,11
68031,2018/3/18 22:08:57,151,4,18,5,3,16,15
58157,2018/10/23 17:04:59,147,7,10,5,5,15,27
16733,2018/9/18 11:20:10,128,7,11,4,2,18,43
55732,2018/3/18 7:19:33,139,6,7,5,7,11,1
07346,2018/2/3 10:48:18,173,6,16,6,5,8,48
02366,2018/11/19 18:18:44,159,9,8,6,5,6,24
11472,2018/7/26 11:17:24,125,4,14,5,1,17,51
79432,2018/5/22 23:54:54,154,8,10,7,2,16,13
38665,2018/8/19 10:56:39,149,5,7,7,7,20,13
24417,2018/3/24 18:51:53,188,10,17,5,4,3,43
93660,2018/3/22 20:43:16,135,8,12,3,3,16,14
92694,2017/12/22 17:35:36,158,11,9,7,0,2,21
04934,2018/10/1 2:06:43,177,12,10,5,5,15,21
93759,2018/6/23 11:51:30,177,9,17,5,3,9,25
30775,2018/1/14 12:32:45,199,8,12,11,3,5,33
77742,2018/5/26 1:48:32,126,5,7,6,4,3,16
55283,2018/3/7 8:17:04,121,4,10,4,5,5,47
23940,2017/12/14 9:49:40,162,5,14,7,4,18,26
62620,2018/7/19 11:02:16,134,7,10,4,4,3,51
02714,2017/11/24 2:56:07,225,12,15,6,9,17,4
37991,2018/9/28 9:28:16,120,8,9,2,4,22,16
32294,2017/11/23 6:53:34,149,6,14,4,5,1,33
41883,2017/11/22 4:36:19,130,5,15,5,0,19,56
57638,2018/1/31 18:35:51,140,10,9,3,4,20,52
40028,2018/3/12 16:14:14,145,7,15,1,7,18,6
33687,2018/8/12 10:31:04,204,10,12,7,8,15,40
21402,2018/2/3 11:57:39,167,9,13,7,1,10,30
53449,2018/4/25 13:14:28,167,11,10,7,1,2,23
17199,2018/1/20 11:26:35,152,9,12,5,2,13,28
86158,2018/5/31 11:46:29,117,5,8,5,3,3,10
67285,2018/6/18 23:34:12,142,5,11,6,4,19,17
82629,2018/2/18 12:05:44,193,14,10,8,1,10,21
25926,2018/8/12 6:03:12,157,5,16,6,3,1,56
62162,2018/2/24 23:33:54,206,12,17,7,2,9,39
27046,2017/12/25 23:49:51,166,8,12,5,6,23,55
56518,2018/7/23 15:44:56,96,3,10,1,6,18,27
43048,2018/11/18 18:15:48,186,10,11,9,2,8,49
40171,2018/8/16 11:08:45,179,9,11,7,5,1,56
58484,2018/5/6 13:00:53,189,9,15,5,7,15,1
35406,2018/2/10 11:04:32,143,6,9,7,3,5,26
06033,2018/5/30 4:29:42,121,5,7,6,3,18,32
14920,2018/2/5 14:48:13,132,7,20,0,2,2,57
91667,2018/1/9 7:01:34,155,6,14,6,3,17,33
20395,2017/12/24 12:04:01,154,9,11,2,8,6,54
33491,2018/6/8 23:36:38,178,11,12,3,8,23,59
61345,2018/9/5 2:44:05,138,7,11,4,4,8,21
11478,2017/11/26 18:19:49,111,9,9,2,1,16,41
36171,2018/11/12 23:07:22,149,4,17,4,5,2,22
54841,2018/1/30 8:56:23,164,9,7,4,10,3,50
22900,2018/7/26 12:58:07,113,8,15,0,1,23,10
42298,2018/3/21 23:32:13,145,7,10,6,3,0,5
48575,2018/7/26 9:24:17,153,9,11,5,3,1,3
72822,2018/6/30 0:24:59,183,13,17,4,1,2,12
25521,2018/3/7 18:25:06,205,12,11,8,5,23,9
40591,2018/6/1 6:14:49,160,7,12,5,6,7,21
41849,2018/1/30 16:33:47,154,11,13,2,4,23,25
35119,2018/11/3 7:45:48,151,9,13,5,1,13,18
41982,2018/7/14 9:10:36,150,9,5,7,4,2,40
78007,2018/4/23 13:17:37,142,6,12,6,2,16,1
26437,2018/11/6 22:58:05,144,6,12,5,4,16,43
61639,2018/8/22 0:33:17,122,5,15,4,0,8,15
90252,2018/5/3 14:13:04,142,8,11,5,2,23,45
99314,2017/12/26 5:07:00,132,3,9,6,6,3,24
61663,2018/6/7 17:53:02,131,6,14,3,3,16,54
60676,2017/12/11 6:47:13,90,2,5,6,2,6,19
76076,2018/4/6 14:25:28,168,7,10,7,6,0,54
43425,2018/4/22 2:12:58,138,6,15,4,2,20,36
96848,2018/3/2 12:15:25,209,12,10,9,5,14,26
60158,2018/11/2 17:38:30,132,9,13,2,2,7,51
71250,2018/7/11 10:23:17,135,6,11,5,3,4,54
77551,2018/8/9 8:04:38,160,8,9,7,4,18,3
70218,2018/10/25 5:39:21,105,7,6,3,3,18,44
76958,2017/11/27 15:54:18,169,6,17,5,5,13,58
36765,2018/4/14 5:55:27,159,12,6,6,3,18,16
46705,2018/11/2 23:45:14,158,8,12,4,6,15,48
37458,2018/6/24 11:58:15,173,8,13,6,5,4,34
69368,2018/8/6 14:50:28,213,11,16,6,7,16,18
85087,2018/6/17 17:27:08,170,8,14,7,2,20,44
37982,2017/11/22 6:20:15,177,11,9,5,7,22,10
95730,2018/3/25 10:29:13,157,4,16,3,9,14,55
11570,2018/6/29 16:31:55,149,6,11,3,9,12,48
61200,2018/1/25 2:29:31,153,4,14,6,5,11,21
04846,2018/10/21 18:50:53,183,9,8,9,5,6,34
36461,2018/4/18 17:26:02,126,9,7,3,4,20,59
18191,2018/11/12 12:00:42,195,9,13,8,5,15,35
47422,2017/12/21 8:35:35,189,8,23,3,5,10,13
83112,2018/6/22 21:19:36,109,6,13,2,1,13,36
61203,2018/1/15 1:11:22,208,15,13,7,2,6,38
70714,2018/1/20 13:59:01,148,11,6,6,2,3,55
37026,2018/8/28 0:25:23,176,4,15,9,4,4,47
32566,2018/4/16 5:51:54,191,11,15,5,5,11,14
27077,2018/5/13 1:21:39,202,12,8,11,2,15,3
96603,2018/7/30 1:45:34,180,9,13,8,2,13,48
02855,2018/3/21 18:02:27,136,7,11,5,2,21,11
31911,2018/10/27 3:16:11,193,10,15,6,5,21,33
85992,2018/2/13 18:05:55,181,13,8,7,3,22,12
60505,2018/9/5 15:27:39,134,6,12,5,2,17,22
92129,2017/11/23 0:21:12,125,9,10,2,3,3,13
84859,2017/11/23 0:48:58,159,5,16,5,5,8,41
20452,2018/9/19 10:21:57,174,9,8,6,8,14,38
48135,2018/11/7 19:15:27,187,13,13,4,5,1,26
46703,2018/1/30 7:25:03,190,9,13,8,4,8,49
97155,2018/6/1 0:49:20,119,5,10,3,5,6,30
62417,2018/7/3 3:11:44,145,9,13,3,3,17,22
27119,2018/5/8 19:43:19,215,8,24,7,3,11,59
28506,2018/1/28 15:18:53,160,11,11,5,2,20,36
35460,2018/3/20 21:03:19,187,7,17,9,1,19,27
20314,2018/3/11 18:37:03,159,10,9,6,3,4,27
25132,2018/2/7 16:47:06,170,8,16,6,2,9,35
49274,2018/8/14 9:07:01,190,10,13,6,6,4,18
91366,2018/3/26 1:48:25,107,5,10,4,1,13,14
64017,2018/10/8 7:59:09,190,6,10,8,10,17,22
98507,2018/2/27 14:41:26,166,6,15,5,6,7,43
62932,2018/4/5 22:56:17,134,5,15,3,4,2,53
47196,2018/3/29 16:48:42,209,11,18,7,3,15,40
87231,2018/2/8 16:45:55,176,11,10,5,6,3,36
80030,2018/8/28 8:59:34,102,7,8,1,4,19,13
14318,2018/10/16 3:14:55,144,7,13,5,2,14,53
17492,2018/3/4 4:20:00,159,8,16,4,3,17,37
61719,2018/4/13 13:07:18,113,3,12,4,3,22,10
45032,2017/12/30 10:27:41,201,9,13,10,3,8,41
46767,2018/9/29 17:07:01,154,9,8,6,4,17,4
50696,2018/1/12 2:36:55,145,6,16,5,1,23,18
49237,2018/2/14 17:35:27,137,4,12,5,5,15,23
96451,2018/1/24 20:50:30,161,11,8,6,3,10,51
52632,2018/6/29 1:36:47,169,6,9,9,5,3,58
41899,2017/12/25 9:41:19,218,10,11,8,10,14,33
48526,2018/5/13 7:03:14,171,5,11,9,5,4,0
46473,2018/5/11 22:36:25,95,5,11,2,1,1,11
46305,2018/10/27 21:53:29,156,6,11,7,4,17,18
75170,2018/9/14 16:19:33,152,8,9,6,4,1,43
27658,2018/5/14 10:44:08,110,3,12,3,4,0,36
32670,2018/9/22 23:20:33,186,7,17,7,4,20,45
09072,2018/7/29 23:33:46,188,10,12,5,8,8,4
36793,2018/1/17 5:28:55,229,7,22,8,7,6,28
18040,2018/7/20 11:20:10,175,6,12,7,7,3,39
94941,2018/6/21 9:54:09,116,7,10,3,2,18,23
45678,2018/8/20 17:55:25,108,3,7,4,6,20,18
14250,2018/6/10 15:40:32,125,6,13,4,1,18,4
41406,2018/7/4 0:09:48,96,5,12,1,2,19,7
01958,2018/4/6 2:51:02,175,12,10,6,3,0,34
41673,2018/10/9 18:09:07,186,10,13,8,2,20,26
99491,2018/9/18 10:25:39,166,7,14,6,4,21,9
23979,2018/4/19 8:47:35,187,12,15,5,3,11,53
42179,2018/5/26 4:36:10,123,7,8,3,5,9,14
64393,2018/6/6 17:38:39,173,8,15,5,5,4,3
55712,2018/8/3 10:14:37,187,10,10,9,3,12,1
27941,2018/4/24 14:32:54,137,4,12,5,5,15,53
16940,2018/9/27 22:57:26,162,6,19,5,2,2,49
58288,2018/10/15 0:27:22,158,16,3,5,2,0,55
35318,2018/4/26 0:00:12,171,11,14,3,5,6,25
70844,2018/3/20 15:08:00,158,4,11,10,2,3,0
90591,2018/11/10 17:44:21,165,5,14,8,3,11,1
55748,2018/1/21 5:31:23,130,6,19,1,2,15,44
96805,2017/12/21 5:26:13,112,11,5,2,2,2,4
82987,2018/7/11 16:01:25,144,9,10,5,2,3,50
98685,2018/9/26 22:18:09,112,8,8,4,0,14,0
64761,2018/7/1 3:29:02,183,9,14,6,5,17,0
46524,2018/7/9 19:12:58,80,3,9,2,2,3,8
76519,2018/6/17 3:37:09,121,11,4,3,3,11,44
48758,2018/2/1 22:51:55,115,6,10,3,3,8,23
60763,2018/5/8 3:46:27,110,5,12,4,0,20,1
35030,2018/6/5 3:33:50,150,12,13,2,2,23,10
96145,2018/9/1 22:11:03,173,5,16,8,3,0,16
44094,2018/10/6 14:28:46,118,2,14,5,2,1,35
12364,2018/9/20 8:26:19,149,8,13,3,5,20,1
47238,2018/6/19 3:16:17,170,8,19,2,6,15,33
49439,2018/5/31 7:12:38,153,7,11,4,7,8,3
37145,2018/5/28 13:22:19,143,5,12,5,5,15,25
74051,2018/10/9 5:43:16,154,7,13,5,4,0,45
56612,2018/3/26 7:00:01,176,5,17,6,6,11,48
55800,2018/6/5 15:37:04,162,9,17,5,0,13,25
86274,2018/3/8 15:01:44,107,5,9,2,5,22,55
90741,2018/4/6 12:05:59,142,10,8,5,2,15,18
32283,2017/11/30 13:33:19,167,11,13,3,5,5,19
30782,2017/11/28 17:06:27,186,11,15,5,4,14,2
92482,2018/7/26 13:32:40,152,7,11,7,2,16,5
57539,2018/6/26 1:57:48,137,6,13,3,5,18,28
30614,2018/3/25 13:50:41,146,9,6,6,4,11,33
06199,2017/12/17 10:10:17,155,10,5,5,7,8,36
20491,2018/4/24 4:20:41,172,4,16,8,4,2,33
44569,2018/2/21 12:32:27,228,16,10,9,4,8,34
33463,2018/5/16 19:01:06,139,7,8,5,5,19,9
70893,2017/12/1 5:31:07,162,7,15,5,4,18,48
42104,2018/1/13 3:29:57,139,6,12,5,3,19,43
45462,2018/10/24 13:07:50,111,4,8,5,3,2,53
43893,2018/6/13 15:26:37,161,9,19,2,3,12,23
06768,2017/12/7 6:18:18,140,4,10,7,4,15,33
61497,2018/9/6 13:25:27,182,10,9,7,6,9,46
03361,2018/4/29 8:26:33,160,9,13,3,6,11,31
13613,2018/2/12 2:30:17,188,7,13,8,6,8,59
62795,2018/5/13 4:27:13,155,10,8,6,3,23,41
65974,2018/8/25 2:43:53,125,5,14,3,3,14,14
63647,2018/10/16 12:13:42,173,6,20,4,5,18,28
21630,2017/12/18 11:22:44,123,9,10,3,1,11,8
96340,2018/3/14 23:18:27,121,8,7,5,1,3,40
24004,2018/7/31 2:29:20,206,16,14,3,6,4,54
01273,2017/12/7 16:51:18,218,13,15,5,8,14,56
28902,2018/10/11 16:09:30,185,12,16,3,5,4,43
12156,2018/5/31 4:28:58,96,5,8,3,2,2,26
82564,2018/5/29 2:30:40,160,8,9,7,4,20,46
41022,2018/1/11 11:17:45,150,6,9,6,6,7,19
92763,2018/5/5 1:22:14,153,6,14,7,1,16,59
32914,2018/11/18 6:18:01,148,8,14,3,4,14,35
66629,2018/6/19 11:35:50,190,5,15,10,4,7,31
06306,2018/10/30 23:22:08,122,6,13,3,2,9,30
64840,2018/6/3 0:00:25,191,9,16,6,5,6,57
03872,2018/10/14 7:11:45,157,12,14,3,1,8,58
